campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duracionCampaña,roiAjustado,eficienciaCosto,estacionesInicio,mesInicio,roiDiario
robust national process improvement,2023-07-07,2023-10-09,5211.43,0.2,social media,B2C,organic,0.89,439449.66,94.0,-93.8,434238.23,3.0,July,0.002127659574468085
intuitive analyzing contingency,2022-11-02,2023-10-29,66488.96,0.19,webinar,B2C,promotion,0.53,488511.76,361.0,-360.81,422022.8,4.0,November,0.0005263157894736842
networked systemic toolset,2023-02-06,2023-09-12,41529.52,0.54,podcast,B2C,paid,0.79,926873.57,218.0,-217.46,885344.0499999999,1.0,February,0.002477064220183486
compatible content-based architecture,2023-02-05,2024-05-27,59471.38,0.6,email,B2B,paid,0.16,247589.89,477.0,-476.4,188118.51,1.0,February,0.0012578616352201257
universal uniform service-desk,2023-07-10,2024-05-16,37054.16,0.39,email,B2B,referral,0.6,5971.96,311.0,-310.61,-31082.200000000004,3.0,July,0.0012540192926045017
programmable non-volatile encoding,2023-02-22,2023-08-21,46184.9,0.27,podcast,B2C,referral,0.2,870419.56,180.0,-179.73,824234.66,1.0,February,0.0015
public-key logistical knowledgebase,2022-09-13,2024-07-25,35711.19,0.93,webinar,B2C,promotion,0.39,669747.7,681.0,-680.07,634036.51,3.0,September,0.001365638766519824
profit-focused next generation installation,2023-03-12,2024-07-30,16505.53,0.21,podcast,B2C,paid,0.29,401190.17,506.0,-505.79,384684.64,1.0,March,0.0004150197628458498
right-sized transitional standardization,2023-02-06,2024-01-06,9929.8,0.97,email,B2C,promotion,0.65,970132.5,334.0,-333.03,960202.7,1.0,February,0.002904191616766467
quality-focused local methodology,2022-09-21,2023-12-27,11092.23,0.54,social media,B2C,paid,0.83,104296.76,462.0,-461.46,93204.53,3.0,September,0.0011688311688311688
intuitive mobile focus group,2023-06-04,2024-02-12,56406.79,0.62,podcast,B2C,referral,0.7,149846.93,253.0,-252.38,93440.13999999998,2.0,June,0.002450592885375494
extended web-enabled approach,2023-01-23,2023-10-26,94020.1,0.73,social media,B2B,referral,0.47,253543.28,276.0,-275.27,159523.18,1.0,January,0.002644927536231884
configurable context-sensitive orchestration,2022-09-15,2024-05-22,45583.71,0.3,social media,B2C,organic,0.0,959198.9,615.0,-614.7,913615.1900000001,3.0,September,0.0004878048780487805
organized multi-state definition,2022-09-26,2023-11-22,94235.4,0.21,social media,B2B,promotion,0.16,138245.41,422.0,-421.79,44010.01000000001,3.0,September,0.0004976303317535545
horizontal systematic moderator,2023-06-30,2023-10-25,20557.58,0.16,webinar,B2B,promotion,0.8,851130.62,117.0,-116.84,830573.04,2.0,June,0.0013675213675213675
reverse-engineered non-volatile intranet,2022-08-09,2023-10-22,35179.9,0.28,webinar,B2B,referral,0.53,119499.36,439.0,-438.72,84319.45999999999,3.0,August,0.0006378132118451025
versatile systematic flexibility,2023-05-16,2023-09-06,24546.35,0.81,webinar,B2C,promotion,0.14,415710.74,113.0,-112.19,391164.39,2.0,May,0.007168141592920355
sharable tangible structure,2022-09-22,2023-12-07,11545.73,0.43,social media,B2C,promotion,0.5,30036.66,441.0,-440.57,18490.93,3.0,September,0.0009750566893424037
enhanced optimizing time-frame,2022-11-06,2024-04-02,1378.61,0.15,email,B2B,organic,0.66,862862.99,513.0,-512.85,861484.38,4.0,November,0.00029239766081871346
stand-alone zero-defect graphic interface,2023-01-09,2023-10-31,41687.29,0.31,social media,B2B,organic,0.97,306545.57,295.0,-294.69,264858.28,1.0,January,0.0010508474576271186
intuitive 24hour flexibility,2023-05-22,2023-11-30,78922.22,0.6,podcast,B2C,organic,0.5,820394.15,192.0,-191.4,741471.93,2.0,May,0.0031249999999999997
profound heuristic solution,2022-09-03,2023-12-05,29965.35,0.55,email,B2B,organic,0.69,800087.39,458.0,-457.45,770122.04,3.0,September,0.001200873362445415
organized explicit pricing structure,2022-09-19,2023-11-10,44016.46,0.67,webinar,B2C,organic,0.46,516247.3,417.0,-416.33,472230.83999999997,3.0,September,0.0016067146282973622
compatible local concept,2023-06-03,2024-03-09,79189.2,0.81,webinar,B2B,referral,0.15,9576.39,280.0,-279.19,-69612.81,2.0,June,0.002892857142857143
business-focused directional instruction set,2023-06-21,2023-09-08,65347.8,0.74,podcast,B2B,promotion,0.8,868299.33,79.0,-78.26,802951.5299999999,2.0,June,0.009367088607594937
up-sized foreground open system,2023-04-29,2024-05-08,64165.51,0.66,podcast,B2B,promotion,0.44,290264.87,375.0,-374.34,226099.36,2.0,April,0.00176
operative exuding process improvement,2023-05-29,2023-11-11,55991.95,0.15,social media,B2B,organic,0.72,972995.99,166.0,-165.85,917004.04,2.0,May,0.0009036144578313252
ergonomic full-range workforce,2023-04-25,2024-03-13,88094.67,0.94,email,B2B,paid,0.24,295898.2,323.0,-322.06,207803.53000000003,2.0,April,0.0029102167182662535
down-sized object-oriented website,2022-11-16,2024-04-10,23030.51,0.4,social media,B2C,referral,0.9,14158.69,511.0,-510.6,-8871.819999999998,4.0,November,0.0007827788649706458
fully-configurable web-enabled info-mediaries,2023-03-30,2024-04-04,44207.35,0.79,social media,B2C,organic,0.51,865565.75,371.0,-370.21,821358.4,1.0,March,0.002129380053908356
user-centric intangible success,2023-01-09,2023-08-27,40594.89,0.94,email,B2C,referral,0.86,313328.51,230.0,-229.06,272733.62,1.0,January,0.00408695652173913
realigned zero administration intranet,2023-03-12,2023-11-29,55314.88,0.11,social media,B2B,paid,0.34,354396.83,262.0,-261.89,299081.95,1.0,March,0.0004198473282442748
secured grid-enabled policy,2023-07-22,2023-08-27,91275.2,0.77,email,B2C,paid,0.38,761329.99,36.0,-35.23,670054.79,3.0,July,0.021388888888888888
sharable neutral array,2023-03-24,2024-06-15,67716.57,0.39,webinar,B2B,promotion,0.15,120441.4,449.0,-448.61,52724.82999999999,1.0,March,0.0008685968819599109
universal global benchmark,2023-05-04,2024-03-13,15390.47,0.57,webinar,B2B,paid,0.72,289275.2,314.0,-313.43,273884.73000000004,2.0,May,0.0018152866242038216
adaptive well-modulated extranet,2022-11-18,2023-08-09,71105.48,0.41,social media,B2C,promotion,0.9,242732.54,264.0,-263.59,171627.06,4.0,November,0.0015530303030303028
robust tangible strategy,2023-05-16,2023-12-16,4459.25,0.95,webinar,B2C,paid,0.62,285414.63,214.0,-213.05,280955.38,2.0,May,0.004439252336448598
versatile context-sensitive interface,2022-11-05,2023-10-29,30382.56,0.71,webinar,B2B,paid,0.95,441419.78,358.0,-357.29,411037.22000000003,4.0,November,0.001983240223463687
synergistic value-added help-desk,2023-04-01,2024-07-18,29527.93,0.85,social media,B2C,paid,0.61,142683.63,474.0,-473.15,113155.70000000001,2.0,April,0.0017932489451476792
multi-channeled didactic process improvement,2022-12-31,2024-06-08,97339.13,0.5,email,B2B,organic,0.69,409395.67,525.0,-524.5,312056.54,4.0,December,0.0009523809523809524
distributed stable emulation,2022-12-04,2024-03-19,38723.34,0.41,email,B2C,referral,0.22,122519.77,471.0,-470.59,83796.43000000001,4.0,December,0.000870488322717622
operative context-sensitive local area network,2022-08-31,2023-11-28,62234.75,0.51,email,B2B,promotion,0.84,640882.28,454.0,-453.49,578647.53,3.0,August,0.0011233480176211454
seamless motivating infrastructure,2023-02-20,2023-10-20,63478.39,0.96,podcast,B2B,organic,0.28,563372.52,242.0,-241.04,499894.13,1.0,February,0.003966942148760331
switchable leadingedge alliance,2023-01-29,2024-07-28,93236.34,0.92,webinar,B2C,referral,0.85,545988.99,546.0,-545.08,452752.65,1.0,January,0.001684981684981685
multi-lateral grid-enabled middleware,2023-06-11,2024-07-17,84718.25,0.98,social media,B2B,paid,0.97,76971.76,402.0,-401.02,-7746.490000000005,2.0,June,0.002437810945273632
inverse system-worthy utilization,2022-08-25,2023-08-15,17398.1,0.22,email,B2C,paid,0.6,36397.45,355.0,-354.78,18999.35,3.0,August,0.0006197183098591549
extended next generation paradigm,2023-06-01,2024-01-26,78135.6,0.54,podcast,B2B,referral,0.11,551156.74,239.0,-238.46,473021.14,2.0,June,0.0022594142259414226
customer-focused bifurcated service-desk,2023-04-08,2023-09-19,24769.6,0.65,social media,B2B,organic,0.9,161983.35,164.0,-163.35,137213.75,2.0,April,0.0039634146341463415
extended tangible hierarchy,2022-08-02,2024-04-07,36943.95,0.63,social media,B2C,referral,0.46,135256.94,614.0,-613.37,98312.99,3.0,August,0.0010260586319218242
down-sized systematic contingency,2023-05-14,2024-07-26,67417.39,0.15,podcast,B2C,paid,0.74,291171.32,439.0,-438.85,223753.93,2.0,May,0.00034168564920273345
focused holistic installation,2022-12-13,2023-09-14,65008.76,0.15,podcast,B2B,paid,0.36,433912.4,275.0,-274.85,368903.64,4.0,December,0.0005454545454545455
profound 24/7 parallelism,2023-06-21,2023-12-13,75478.5,0.15,social media,B2B,referral,0.34,372918.3,175.0,-174.85,297439.8,2.0,June,0.0008571428571428571
ergonomic incremental utilization,2022-11-06,2024-06-01,30574.8,0.2,webinar,B2C,promotion,0.92,985934.77,573.0,-572.8,955359.97,4.0,November,0.00034904013961605586
implemented actuating structure,2023-01-26,2024-05-11,73452.84,0.1,podcast,B2B,paid,0.83,870280.71,471.0,-470.9,796827.87,1.0,January,0.00021231422505307856
optimized high-level ability,2023-04-22,2024-03-23,2113.42,0.97,email,B2C,paid,0.6,545164.59,336.0,-335.03,543051.1699999999,2.0,April,0.002886904761904762
up-sized eco-centric open architecture,2023-05-20,2023-08-22,43439.29,0.57,social media,B2B,paid,0.24,887646.91,94.0,-93.43,844207.62,2.0,May,0.0060638297872340425
business-focused systematic graphical user interface,2023-01-25,2023-11-22,55795.59,0.37,social media,B2B,organic,0.7,678927.4,301.0,-300.63,623131.81,1.0,January,0.001229235880398671
up-sized maximized time-frame,2023-05-17,2024-06-24,7795.44,0.95,social media,B2B,organic,0.24,533292.53,404.0,-403.05,525497.0900000001,2.0,May,0.0023514851485148514
versatile explicit standardization,2023-05-08,2023-11-16,93728.56,0.87,webinar,B2B,paid,0.68,371660.32,192.0,-191.13,277931.76,2.0,May,0.00453125
extended regional paradigm,2023-01-15,2023-09-09,61599.31,0.44,email,B2C,organic,0.3,510396.54,237.0,-236.56,448797.23,1.0,January,0.0018565400843881857
multi-channeled real-time info-mediaries,2023-06-27,2024-04-30,71582.81,0.51,email,B2B,paid,0.0,878650.2,308.0,-307.49,807067.3899999999,2.0,June,0.0016558441558441558
function-based 4thgeneration flexibility,2023-02-11,2024-04-20,40565.83,0.62,social media,B2C,promotion,0.11,90238.91,434.0,-433.38,49673.08,1.0,February,0.0014285714285714286
stand-alone client-driven approach,2023-02-28,2023-10-05,8570.41,0.52,podcast,B2B,paid,0.71,864848.47,219.0,-218.48,856278.0599999999,1.0,February,0.002374429223744292
balanced optimizing software,2023-04-10,2024-05-10,10297.36,0.95,podcast,B2B,paid,0.71,997657.18,396.0,-395.05,987359.8200000001,2.0,April,0.002398989898989899
de-engineered object-oriented framework,2022-10-01,2023-12-10,12624.62,0.31,social media,B2C,paid,0.51,490299.83,435.0,-434.69,477675.21,4.0,October,0.0007126436781609196
multi-layered full-range throughput,2023-02-09,2024-03-01,71398.88,0.38,social media,B2B,paid,0.83,428690.2,386.0,-385.62,357291.32,1.0,February,0.0009844559585492228
self-enabling multi-tasking help-desk,2023-05-01,2024-07-16,95378.2,0.69,email,B2B,referral,0.91,744126.87,442.0,-441.31,648748.67,2.0,May,0.0015610859728506785
object-based national standardization,2022-08-13,2023-10-06,95049.66,0.84,podcast,B2C,promotion,0.2,307444.6,419.0,-418.16,212394.93999999997,3.0,August,0.002004773269689737
object-based leadingedge initiative,2023-03-01,2024-02-08,14254.9,0.8,podcast,B2C,promotion,0.31,373966.59,344.0,-343.2,359711.69,1.0,March,0.002325581395348837
sharable background circuit,2022-08-26,2024-06-15,39380.23,0.58,email,B2B,referral,0.99,878859.45,659.0,-658.42,839479.22,3.0,August,0.0008801213960546282
synchronized national system engine,2023-01-18,2023-11-11,1223.82,0.71,social media,B2C,paid,0.3,768567.7,297.0,-296.29,767343.88,1.0,January,0.0023905723905723905
front-line attitude-oriented adapter,2023-01-07,2024-04-23,32575.19,0.9,webinar,B2C,referral,0.17,262152.11,472.0,-471.1,229576.91999999998,1.0,January,0.0019067796610169492
grass-roots scalable framework,2023-02-16,2023-08-19,61978.1,0.39,social media,B2C,paid,0.77,108.21,184.0,-183.61,-61869.89,1.0,February,0.0021195652173913045
networked zero administration array,2022-12-29,2023-12-13,62893.8,0.18,email,B2B,promotion,0.53,956677.1,349.0,-348.82,893783.2999999999,4.0,December,0.0005157593123209169
visionary client-driven instruction set,2022-12-18,2023-11-09,80963.14,0.14,email,B2C,organic,0.7,520779.28,326.0,-325.86,439816.14,4.0,December,0.0004294478527607362
seamless directional graphic interface,2022-08-27,2023-12-08,89833.97,0.6,email,B2C,promotion,0.42,533309.75,468.0,-467.4,443475.78,3.0,August,0.001282051282051282
innovative 4thgeneration protocol,2022-08-16,2024-01-24,78857.26,0.15,webinar,B2C,promotion,0.74,899416.78,526.0,-525.85,820559.52,3.0,August,0.00028517110266159697
cross-group radical definition,2023-04-24,2024-04-01,42878.1,0.48,webinar,B2C,organic,0.66,236497.1,343.0,-342.52,193619.0,2.0,April,0.0013994169096209913
automated client-server contingency,2022-11-30,2023-12-20,27483.74,0.8,social media,B2B,organic,0.38,138657.81,385.0,-384.2,111174.06999999999,4.0,November,0.002077922077922078
enterprise-wide tangible secured line,2023-07-04,2024-05-30,32993.61,0.4,email,B2B,promotion,0.9,15015.31,331.0,-330.6,-17978.300000000003,3.0,July,0.0012084592145015106
open-architected transitional framework,2022-10-02,2023-12-15,2568.1,0.44,podcast,B2C,organic,0.26,189403.95,439.0,-438.56,186835.85,4.0,October,0.0010022779043280183
networked motivating graphic interface,2022-08-06,2024-04-23,9689.82,0.23,podcast,B2C,referral,0.31,570403.72,626.0,-625.77,560713.9,3.0,August,0.0003674121405750799
balanced impactful collaboration,2022-09-07,2024-03-24,48068.29,0.96,social media,B2C,organic,0.13,749632.31,564.0,-563.04,701564.02,3.0,September,0.001702127659574468
phased clear-thinking matrix,2022-12-28,2024-06-24,41572.75,0.88,webinar,B2B,paid,0.4,745526.31,544.0,-543.12,703953.56,4.0,December,0.0016176470588235294
multi-channeled hybrid workforce,2022-12-27,2023-09-12,54998.51,0.46,email,B2B,promotion,0.44,328378.21,259.0,-258.54,273379.7,4.0,December,0.001776061776061776
up-sized dedicated workforce,2022-09-13,2024-05-21,26043.99,0.28,email,B2C,organic,0.25,990541.8,616.0,-615.72,964497.81,3.0,September,0.0004545454545454546
focused tangible array,2022-12-20,2024-03-10,24633.17,0.52,podcast,B2B,referral,0.45,477094.47,446.0,-445.48,452461.3,4.0,December,0.001165919282511211
organized heuristic customer loyalty,2022-08-14,2023-08-07,56844.8,0.17,email,B2B,referral,0.45,213233.35,358.0,-357.83,156388.55,3.0,August,0.00047486033519553075
implemented radical array,2022-08-09,2024-02-11,50192.71,0.74,email,B2B,organic,0.13,579337.15,551.0,-550.26,529144.4400000001,3.0,August,0.0013430127041742287
reactive even-keeled hardware,2023-04-20,2024-06-24,86585.56,0.62,email,B2B,organic,0.94,343542.86,431.0,-430.38,256957.3,2.0,April,0.0014385150812064964
implemented logistical architecture,2023-07-20,2024-04-06,15386.79,0.23,webinar,B2B,organic,0.98,973522.31,261.0,-260.77,958135.52,3.0,July,0.0008812260536398468
team-oriented intermediate matrices,2023-05-31,2024-01-04,56098.87,0.74,webinar,B2C,organic,0.53,693941.43,218.0,-217.26,637842.56,2.0,May,0.0033944954128440367
operative optimizing firmware,2023-04-06,2024-06-20,86427.37,0.16,webinar,B2B,organic,0.69,615345.97,441.0,-440.84,528918.6,2.0,April,0.00036281179138321996
cloned system-worthy project,2023-05-11,2023-11-30,12214.82,0.36,email,B2B,organic,0.46,553547.53,203.0,-202.64,541332.7100000001,2.0,May,0.001773399014778325
versatile regional capability,2022-09-26,2023-09-19,83088.32,0.14,email,B2C,paid,0.8,564579.89,358.0,-357.86,481491.57,3.0,September,0.0003910614525139665
de-engineered static standardization,2022-11-22,2023-10-21,80176.5,0.46,email,B2C,promotion,0.11,24198.61,333.0,-332.54,-55977.89,4.0,November,0.0013813813813813814
total bi-directional attitude,2023-04-25,2024-06-12,11441.68,0.51,podcast,B2B,promotion,0.39,831009.89,414.0,-413.49,819568.21,2.0,April,0.0012318840579710144
progressive non-volatile service-desk,2022-09-20,2024-06-10,48365.23,0.67,webinar,B2C,organic,0.67,340157.74,629.0,-628.33,291792.51,3.0,September,0.0010651828298887122
business-focused needs-based synergy,2023-06-20,2023-09-12,86182.78,0.29,webinar,B2B,promotion,0.12,761650.71,84.0,-83.71,675467.9299999999,2.0,June,0.003452380952380952
optional holistic graphical user interface,2023-04-15,2024-06-10,87937.87,0.75,social media,B2B,promotion,0.96,186429.38,422.0,-421.25,98491.51000000001,2.0,April,0.0017772511848341231
grass-roots bottom-line strategy,2023-04-23,2023-08-09,13932.94,0.48,webinar,B2C,promotion,0.21,737381.8,108.0,-107.52,723448.8600000001,2.0,April,0.0044444444444444444
quality-focused fault-tolerant secured line,2023-02-01,2023-08-02,8324.3,0.68,webinar,B2C,promotion,0.76,875993.48,182.0,-181.32,867669.1799999999,1.0,February,0.0037362637362637367
secured solution-oriented application,2022-09-12,2024-02-22,10216.93,0.24,social media,B2B,organic,0.12,597726.39,528.0,-527.76,587509.46,3.0,September,0.00045454545454545455
multi-tiered executive task-force,2023-02-18,2024-03-24,73598.13,0.43,email,B2C,promotion,0.45,508514.45,400.0,-399.57,434916.32,1.0,February,0.001075
focused empowering superstructure,2023-02-05,2024-05-26,39103.33,0.81,webinar,B2C,promotion,0.55,503191.26,476.0,-475.19,464087.93,1.0,February,0.0017016806722689078
reverse-engineered motivating algorithm,2023-01-28,2024-03-23,5833.99,0.34,webinar,B2C,promotion,0.65,181824.5,420.0,-419.66,175990.51,1.0,January,0.0008095238095238096
configurable attitude-oriented throughput,2023-01-14,2024-07-17,60899.96,0.89,podcast,B2C,promotion,0.3,511916.8,550.0,-549.11,451016.83999999997,1.0,January,0.0016181818181818183
expanded neutral extranet,2023-06-16,2023-12-07,40596.83,0.94,podcast,B2B,promotion,0.22,794415.14,174.0,-173.06,753818.31,2.0,June,0.005402298850574712
reduced attitude-oriented task-force,2022-12-03,2023-12-24,25337.54,0.88,social media,B2C,promotion,0.17,569047.55,386.0,-385.12,543710.01,4.0,December,0.0022797927461139897
focused logistical projection,2022-09-15,2023-10-18,93064.34,0.53,webinar,B2C,promotion,0.6,783632.31,398.0,-397.47,690567.9700000001,3.0,September,0.0013316582914572866
proactive asymmetric time-frame,2023-01-15,2024-03-24,75609.64,0.43,webinar,B2C,promotion,0.84,579392.35,434.0,-433.57,503782.70999999996,1.0,January,0.0009907834101382487
inverse systematic productivity,2023-05-08,2024-07-20,21939.98,0.1,email,B2C,promotion,0.55,52042.32,439.0,-438.9,30102.34,2.0,May,0.00022779043280182233
optional coherent moratorium,2022-09-17,2023-11-24,89036.76,0.76,podcast,B2B,organic,0.44,917084.93,433.0,-432.24,828048.17,3.0,September,0.0017551963048498846
expanded upward-trending conglomeration,2023-02-04,2024-06-01,31126.7,0.76,podcast,B2C,organic,0.37,899936.24,483.0,-482.24,868809.54,1.0,February,0.0015734989648033125
compatible clear-thinking array,2022-08-17,2024-04-21,51825.62,0.6,webinar,B2B,promotion,0.49,891145.72,613.0,-612.4,839320.1,3.0,August,0.0009787928221859706
universal 4thgeneration framework,2023-04-25,2023-12-22,71516.9,0.2,email,B2C,organic,0.72,857045.98,241.0,-240.8,785529.08,2.0,April,0.0008298755186721993
persevering motivating benchmark,2023-07-02,2023-09-18,95735.11,0.49,social media,B2C,promotion,0.24,369103.26,78.0,-77.51,273368.15,3.0,July,0.006282051282051282
object-based content-based ability,2022-10-12,2023-12-20,26262.29,0.67,webinar,B2C,organic,0.77,415891.1,434.0,-433.33,389628.81,4.0,October,0.001543778801843318
innovative logistical interface,2023-03-05,2023-10-25,99579.39,0.1,social media,B2C,organic,0.28,758121.44,234.0,-233.9,658542.0499999999,1.0,March,0.00042735042735042735
de-engineered impactful policy,2022-09-04,2024-06-11,35965.37,0.21,podcast,B2C,paid,0.77,574345.65,646.0,-645.79,538380.28,3.0,September,0.00032507739938080496
integrated contextually-based parallelism,2022-08-19,2024-06-02,47201.38,0.58,webinar,B2C,organic,0.67,402603.75,653.0,-652.42,355402.37,3.0,August,0.0008882082695252679
innovative mission-critical firmware,2023-04-10,2023-09-10,66401.2,0.71,email,B2C,promotion,0.91,419378.34,153.0,-152.29,352977.14,2.0,April,0.004640522875816993
advanced clear-thinking graphical user interface,2023-01-21,2024-05-19,69533.11,0.72,webinar,B2C,promotion,0.59,791308.71,484.0,-483.28,721775.6,1.0,January,0.0014876033057851239
reactive tangible access,2022-09-09,2024-05-14,73328.31,0.18,webinar,B2B,organic,0.92,149637.56,613.0,-612.82,76309.25,3.0,September,0.0002936378466557912
versatile systemic challenge,2023-02-02,2023-12-28,50036.8,0.27,social media,B2B,promotion,0.45,578349.16,329.0,-328.73,528312.36,1.0,February,0.0008206686930091186
switchable value-added portal,2022-09-10,2023-09-16,24555.69,0.78,email,B2B,referral,0.19,542272.5,371.0,-370.22,517716.81,3.0,September,0.002102425876010782
up-sized well-modulated support,2022-09-11,2024-06-06,83793.28,0.45,webinar,B2C,paid,0.97,927525.79,634.0,-633.55,843732.51,3.0,September,0.0007097791798107256
secured asymmetric focus group,2023-03-17,2023-10-05,20492.32,0.34,social media,B2C,paid,0.43,293207.54,202.0,-201.66,272715.22,1.0,March,0.0016831683168316834
down-sized 6thgeneration methodology,2023-05-26,2023-12-14,84057.89,0.17,podcast,B2B,paid,0.69,574894.6,202.0,-201.83,490836.70999999996,2.0,May,0.0008415841584158417
upgradable next generation knowledge user,2023-02-14,2023-09-01,44021.7,0.88,webinar,B2B,promotion,0.71,268456.4,199.0,-198.12,224434.7,1.0,February,0.004422110552763819
reverse-engineered regional data-warehouse,2022-11-10,2024-05-06,72633.75,0.42,email,B2C,referral,0.19,46016.24,543.0,-542.58,-26617.510000000002,4.0,November,0.0007734806629834254
implemented 4thgeneration open system,2022-12-30,2024-05-12,42103.6,0.66,webinar,B2C,organic,0.84,789172.99,499.0,-498.34,747069.39,4.0,December,0.0013226452905811623
progressive motivating array,2023-02-18,2024-01-18,30951.13,0.99,email,B2C,referral,0.25,576624.43,334.0,-333.01,545673.3,1.0,February,0.002964071856287425
visionary client-driven pricing structure,2022-09-11,2024-07-29,4675.43,0.68,social media,B2B,paid,0.5,641884.2,687.0,-686.32,637208.7699999999,3.0,September,0.0009898107714701601
pre-emptive mission-critical matrices,2022-08-30,2023-11-19,55342.0,0.19,email,B2C,organic,0.9,350758.89,446.0,-445.81,295416.89,3.0,August,0.00042600896860986546
triple-buffered high-level neural-net,2022-11-01,2024-06-05,83667.24,0.25,social media,B2B,organic,0.0,460534.5,582.0,-581.75,376867.26,4.0,November,0.000429553264604811
managed actuating open architecture,2022-12-30,2023-11-02,69912.37,0.71,email,B2C,promotion,0.24,325212.98,307.0,-306.29,255300.61,4.0,December,0.0023127035830618893
visionary composite task-force,2022-10-22,2024-07-30,68203.64,0.74,email,B2B,organic,0.56,931667.61,647.0,-646.26,863463.97,4.0,October,0.001143740340030912
ergonomic fresh-thinking customer loyalty,2022-08-28,2024-05-20,53848.51,0.27,email,B2B,organic,0.98,940582.98,631.0,-630.73,886734.47,3.0,August,0.000427892234548336
enterprise-wide didactic instruction set,2022-11-11,2023-10-05,2339.3,0.25,social media,B2B,organic,0.73,197904.55,328.0,-327.75,195565.25,4.0,November,0.0007621951219512195
decentralized client-driven adapter,2023-01-08,2024-03-18,85162.21,0.12,webinar,B2C,promotion,0.9,547794.76,435.0,-434.88,462632.55,1.0,January,0.00027586206896551725
cross-platform transitional interface,2022-08-05,2023-09-23,57412.53,0.66,webinar,B2C,paid,0.2,540285.9,414.0,-413.34,482873.37,3.0,August,0.0015942028985507248
universal transitional moderator,2023-05-04,2024-07-22,17051.21,0.72,social media,B2B,promotion,0.22,572556.5,445.0,-444.28,555505.29,2.0,May,0.0016179775280898876
universal composite open system,2023-03-02,2024-01-13,20606.52,0.12,webinar,B2B,organic,0.42,346919.49,317.0,-316.88,326312.97,1.0,March,0.0003785488958990536
public-key human-resource product,2022-11-11,2024-07-23,18637.27,0.25,podcast,B2B,paid,0.16,105353.85,620.0,-619.75,86716.58,4.0,November,0.0004032258064516129
secured background encryption,2022-09-22,2023-12-18,57858.79,0.1,email,B2B,referral,0.16,755718.77,452.0,-451.9,697859.98,3.0,September,0.00022123893805309737
implemented content-based contingency,2023-07-18,2023-09-05,9933.82,0.4,email,B2C,promotion,0.35,286921.83,49.0,-48.6,276988.01,3.0,July,0.00816326530612245
open-architected responsive array,2022-12-24,2023-12-10,55733.12,0.34,social media,B2C,promotion,0.31,148330.9,351.0,-350.66,92597.78,4.0,December,0.0009686609686609687
reverse-engineered client-server neural-net,2023-01-19,2024-02-17,3854.95,0.12,social media,B2B,promotion,0.34,223877.3,394.0,-393.88,220022.34999999998,1.0,January,0.00030456852791878173
networked upward-trending forecast,2023-07-06,2024-01-23,43185.33,0.47,email,B2B,referral,0.72,918409.28,201.0,-200.53,875223.9500000001,3.0,July,0.002338308457711443
multi-layered optimal pricing structure,2023-01-28,2023-11-21,35728.11,0.35,webinar,B2C,organic,0.97,556729.13,297.0,-296.65,521001.02,1.0,January,0.0011784511784511784
persistent stable leverage,2023-01-15,2023-10-04,70220.82,0.5,social media,B2B,paid,0.33,89723.88,262.0,-261.5,19503.059999999998,1.0,January,0.0019083969465648854
focused stable analyzer,2023-06-28,2024-06-06,39506.88,0.55,webinar,B2C,organic,0.81,753417.28,344.0,-343.45,713910.4,2.0,June,0.0015988372093023258
networked exuding instruction set,2022-09-11,2024-02-27,93971.2,0.39,podcast,B2C,promotion,0.29,232132.15,534.0,-533.61,138160.95,3.0,September,0.0007303370786516854
multi-layered intermediate conglomeration,2022-08-30,2024-04-17,51220.79,0.41,webinar,B2C,referral,0.13,784728.26,596.0,-595.59,733507.47,3.0,August,0.0006879194630872483
visionary 24hour circuit,2022-08-26,2024-06-21,88113.95,0.39,email,B2B,paid,0.49,528254.15,665.0,-664.61,440140.2,3.0,August,0.0005864661654135339
optional even-keeled functionalities,2023-01-01,2023-08-23,62829.72,0.5,webinar,B2C,referral,0.62,253765.71,234.0,-233.5,190935.99,1.0,January,0.002136752136752137
de-engineered systematic conglomeration,2023-05-02,2023-12-26,79350.42,0.81,webinar,B2C,organic,0.57,332867.82,238.0,-237.19,253517.40000000002,2.0,May,0.0034033613445378155
extended 24hour contingency,2023-07-07,2023-08-18,69815.82,0.16,podcast,B2C,organic,0.27,2810.51,42.0,-41.84,-67005.31000000001,3.0,July,0.0038095238095238095
user-centric clear-thinking interface,2022-08-28,2024-05-27,29206.8,0.6,social media,B2C,referral,0.34,628376.14,638.0,-637.4,599169.34,3.0,August,0.0009404388714733542
programmable optimal capability,2023-06-06,2024-02-27,59160.0,0.77,email,B2B,organic,0.69,376200.21,266.0,-265.23,317040.21,2.0,June,0.0028947368421052633
optimized zero administration approach,2023-04-07,2023-11-13,17097.49,0.3,email,B2B,referral,0.82,378447.69,220.0,-219.7,361350.2,2.0,April,0.0013636363636363635
robust directional complexity,2023-03-16,2024-07-27,31330.31,0.35,email,B2B,organic,0.77,820739.68,499.0,-498.65,789409.37,1.0,March,0.0007014028056112224
reverse-engineered 4thgeneration analyzer,2022-12-24,2023-11-03,35539.13,0.53,social media,B2C,referral,0.68,579364.9,314.0,-313.47,543825.77,4.0,December,0.0016878980891719747
secured incremental moratorium,2022-08-04,2023-08-28,43792.4,0.94,webinar,B2B,paid,0.81,70347.37,389.0,-388.06,26554.969999999994,3.0,August,0.002416452442159383
